"GENE_NAME","Sumo","Diff","minLogP"
"NCL","NSMCE2","4.51","3.53"
"NCL","PIAS1",NA,NA
"NCL","PIAS2",NA,NA
"NCL","PIAS3",NA,NA
"NCL","PIAS4",NA,NA
"NDUFB8","NSMCE2",NA,NA
"NDUFB8","PIAS1",NA,NA
"NDUFB8","PIAS2",NA,NA
"NDUFB8","PIAS3","0.76","4.03"
"NDUFB8","PIAS4",NA,NA
"NELFCD","NSMCE2",NA,NA
"NELFCD","PIAS1",NA,NA
"NELFCD","PIAS2","2.33","3.72"
"NELFCD","PIAS3",NA,NA
"NELFCD","PIAS4",NA,NA
"NES","NSMCE2",NA,NA
"NES","PIAS1",NA,NA
"NES","PIAS2","3.8","2.81"
"NES","PIAS3",NA,NA
"NES","PIAS4",NA,NA
"NHP2","NSMCE2","4.24","9.66"
"NHP2","PIAS1",NA,NA
"NHP2","PIAS2",NA,NA
"NHP2","PIAS3",NA,NA
"NHP2","PIAS4",NA,NA
"NIFK","NSMCE2","7.39","12.13"
"NIFK","PIAS1",NA,NA
"NIFK","PIAS2",NA,NA
"NIFK","PIAS3",NA,NA
"NIFK","PIAS4",NA,NA
"NIPA1","NSMCE2","4.71","2.88"
"NIPA1","PIAS1",NA,NA
"NIPA1","PIAS2",NA,NA
"NIPA1","PIAS3",NA,NA
"NIPA1","PIAS4",NA,NA
"NKD1","NSMCE2",NA,NA
"NKD1","PIAS1",NA,NA
"NKD1","PIAS2","1.27","2.89"
"NKD1","PIAS3",NA,NA
"NKD1","PIAS4",NA,NA
"NKD2","NSMCE2",NA,NA
"NKD2","PIAS1",NA,NA
"NKD2","PIAS2",NA,NA
"NKD2","PIAS3","0.78","4.75"
"NKD2","PIAS4",NA,NA
"NOL10","NSMCE2","4.3","8.46"
"NOL10","PIAS1",NA,NA
"NOL10","PIAS2",NA,NA
"NOL10","PIAS3",NA,NA
"NOL10","PIAS4",NA,NA
"NOLC1","NSMCE2","4.08","9.62"
"NOLC1","PIAS1",NA,NA
"NOLC1","PIAS2",NA,NA
"NOLC1","PIAS3",NA,NA
"NOLC1","PIAS4",NA,NA
"NOP2","NSMCE2","5.86","4.91"
"NOP2","PIAS1",NA,NA
"NOP2","PIAS2",NA,NA
"NOP2","PIAS3",NA,NA
"NOP2","PIAS4",NA,NA
"NOP58","NSMCE2","5.6","5.34"
"NOP58","PIAS1",NA,NA
"NOP58","PIAS2",NA,NA
"NOP58","PIAS3",NA,NA
"NOP58","PIAS4",NA,NA
"NPAT","NSMCE2","5.41","3.26"
"NPAT","PIAS1",NA,NA
"NPAT","PIAS2",NA,NA
"NPAT","PIAS3",NA,NA
"NPAT","PIAS4",NA,NA
"NPEPPS;NPEPPSL1","NSMCE2",NA,NA
"NPEPPS;NPEPPSL1","PIAS1",NA,NA
"NPEPPS;NPEPPSL1","PIAS2","1.41","3.54"
"NPEPPS;NPEPPSL1","PIAS3",NA,NA
"NPEPPS;NPEPPSL1","PIAS4",NA,NA
"NPM1","NSMCE2","4.48","3.35"
"NPM1","PIAS1",NA,NA
"NPM1","PIAS2",NA,NA
"NPM1","PIAS3",NA,NA
"NPM1","PIAS4",NA,NA
"NSMCE2","NSMCE2","16.97","9.01"
"NSMCE2","PIAS1",NA,NA
"NSMCE2","PIAS2",NA,NA
"NSMCE2","PIAS3",NA,NA
"NSMCE2","PIAS4",NA,NA
"NUDT21","NSMCE2",NA,NA
"NUDT21","PIAS1",NA,NA
"NUDT21","PIAS2","2.29","2.59"
"NUDT21","PIAS3",NA,NA
"NUDT21","PIAS4",NA,NA
"NUMA1","NSMCE2","4.02","2.27"
"NUMA1","PIAS1",NA,NA
"NUMA1","PIAS2",NA,NA
"NUMA1","PIAS3",NA,NA
"NUMA1","PIAS4",NA,NA
"OCIAD2","NSMCE2",NA,NA
"OCIAD2","PIAS1",NA,NA
"OCIAD2","PIAS2",NA,NA
"OCIAD2","PIAS3","2.32","2.5"
"OCIAD2","PIAS4",NA,NA
"OGDHL","NSMCE2",NA,NA
"OGDHL","PIAS1",NA,NA
"OGDHL","PIAS2","2.16","2.44"
"OGDHL","PIAS3",NA,NA
"OGDHL","PIAS4",NA,NA
"OGT","NSMCE2",NA,NA
"OGT","PIAS1",NA,NA
"OGT","PIAS2",NA,NA
"OGT","PIAS3","1.05","2.93"
"OGT","PIAS4",NA,NA
"OSBP","NSMCE2",NA,NA
"OSBP","PIAS1",NA,NA
"OSBP","PIAS2","2.84","6.08"
"OSBP","PIAS3",NA,NA
"OSBP","PIAS4",NA,NA
"P4HA1","NSMCE2",NA,NA
"P4HA1","PIAS1",NA,NA
"P4HA1","PIAS2","4.02","4.17"
"P4HA1","PIAS3",NA,NA
"P4HA1","PIAS4",NA,NA
"P4HB","NSMCE2",NA,NA
"P4HB","PIAS1",NA,NA
"P4HB","PIAS2","1.52","3.06"
"P4HB","PIAS3",NA,NA
"P4HB","PIAS4",NA,NA
"PAFAH1B1","NSMCE2",NA,NA
"PAFAH1B1","PIAS1",NA,NA
"PAFAH1B1","PIAS2","3.65","2.23"
"PAFAH1B1","PIAS3",NA,NA
"PAFAH1B1","PIAS4",NA,NA
"PAFAH1B3","NSMCE2",NA,NA
"PAFAH1B3","PIAS1",NA,NA
"PAFAH1B3","PIAS2","1.61","3.24"
"PAFAH1B3","PIAS3",NA,NA
"PAFAH1B3","PIAS4",NA,NA
"PAFAH2","NSMCE2",NA,NA
"PAFAH2","PIAS1",NA,NA
"PAFAH2","PIAS2",NA,NA
"PAFAH2","PIAS3","1.98","3.38"
"PAFAH2","PIAS4",NA,NA
"PARP1","NSMCE2","3.73","2.26"
"PARP1","PIAS1",NA,NA
"PARP1","PIAS2",NA,NA
"PARP1","PIAS3",NA,NA
"PARP1","PIAS4",NA,NA
"PC","NSMCE2","2.29","2.34"
"PC","PIAS1",NA,NA
"PC","PIAS2",NA,NA
"PC","PIAS3",NA,NA
"PC","PIAS4",NA,NA
"PDCD11","NSMCE2","3.87","4.1"
"PDCD11","PIAS1",NA,NA
"PDCD11","PIAS2",NA,NA
"PDCD11","PIAS3",NA,NA
"PDCD11","PIAS4",NA,NA
"PDIA4","NSMCE2",NA,NA
"PDIA4","PIAS1",NA,NA
"PDIA4","PIAS2","4.91","2.64"
"PDIA4","PIAS3",NA,NA
"PDIA4","PIAS4",NA,NA
"PEX2","NSMCE2",NA,NA
"PEX2","PIAS1",NA,NA
"PEX2","PIAS2",NA,NA
"PEX2","PIAS3","3.18","3.14"
"PEX2","PIAS4",NA,NA
"PGD","NSMCE2",NA,NA
"PGD","PIAS1",NA,NA
"PGD","PIAS2","3.36","3.66"
"PGD","PIAS3",NA,NA
"PGD","PIAS4",NA,NA
"PGK1","NSMCE2",NA,NA
"PGK1","PIAS1",NA,NA
"PGK1","PIAS2","3.41","5"
"PGK1","PIAS3",NA,NA
"PGK1","PIAS4",NA,NA
"PHF21A","NSMCE2","3.44","4.76"
"PHF21A","PIAS1",NA,NA
"PHF21A","PIAS2",NA,NA
"PHF21A","PIAS3",NA,NA
"PHF21A","PIAS4",NA,NA
"PIAS1","NSMCE2",NA,NA
"PIAS1","PIAS1","9.22","5.23"
"PIAS1","PIAS2",NA,NA
"PIAS1","PIAS3",NA,NA
"PIAS1","PIAS4",NA,NA
"PIAS2","NSMCE2",NA,NA
"PIAS2","PIAS1",NA,NA
"PIAS2","PIAS2","4.85","3.98"
"PIAS2","PIAS3",NA,NA
"PIAS2","PIAS4",NA,NA
"PIAS3","NSMCE2",NA,NA
"PIAS3","PIAS1",NA,NA
"PIAS3","PIAS2",NA,NA
"PIAS3","PIAS3","6.14","4.14"
"PIAS3","PIAS4",NA,NA
"PIAS4","NSMCE2",NA,NA
"PIAS4","PIAS1",NA,NA
"PIAS4","PIAS2",NA,NA
"PIAS4","PIAS3",NA,NA
"PIAS4","PIAS4","14.57","10.8"
"PISD","NSMCE2",NA,NA
"PISD","PIAS1",NA,NA
"PISD","PIAS2",NA,NA
"PISD","PIAS3","2.57","3.4"
"PISD","PIAS4",NA,NA
"PITHD1","NSMCE2",NA,NA
"PITHD1","PIAS1",NA,NA
"PITHD1","PIAS2","3.08","7.06"
"PITHD1","PIAS3",NA,NA
"PITHD1","PIAS4",NA,NA
"PITRM1","NSMCE2",NA,NA
"PITRM1","PIAS1",NA,NA
"PITRM1","PIAS2","2.37","2.95"
"PITRM1","PIAS3",NA,NA
"PITRM1","PIAS4",NA,NA
"PKM","NSMCE2",NA,NA
"PKM","PIAS1",NA,NA
"PKM","PIAS2","3.78","2.84"
"PKM","PIAS3",NA,NA
"PKM","PIAS4",NA,NA
"PLOD2","NSMCE2",NA,NA
"PLOD2","PIAS1",NA,NA
"PLOD2","PIAS2","2.75","2.51"
"PLOD2","PIAS3",NA,NA
"PLOD2","PIAS4",NA,NA
"PLXND1","NSMCE2",NA,NA
"PLXND1","PIAS1",NA,NA
"PLXND1","PIAS2",NA,NA
"PLXND1","PIAS3","1.77","4.28"
"PLXND1","PIAS4",NA,NA
"PML","NSMCE2","4.21","2.29"
"PML","PIAS1",NA,NA
"PML","PIAS2",NA,NA
"PML","PIAS3",NA,NA
"PML","PIAS4",NA,NA
"PNN","NSMCE2","2.87","3.83"
"PNN","PIAS1",NA,NA
"PNN","PIAS2",NA,NA
"PNN","PIAS3",NA,NA
"PNN","PIAS4",NA,NA
"POLR2A","NSMCE2","1.9","3.73"
"POLR2A","PIAS1",NA,NA
"POLR2A","PIAS2",NA,NA
"POLR2A","PIAS3",NA,NA
"POLR2A","PIAS4",NA,NA
"POLR3D","NSMCE2","3.75","2.3"
"POLR3D","PIAS1",NA,NA
"POLR3D","PIAS2",NA,NA
"POLR3D","PIAS3",NA,NA
"POLR3D","PIAS4",NA,NA
"PPAP2A","NSMCE2",NA,NA
"PPAP2A","PIAS1","1.76","2.76"
"PPAP2A","PIAS2",NA,NA
"PPAP2A","PIAS3",NA,NA
"PPAP2A","PIAS4",NA,NA
"PPIA","NSMCE2",NA,NA
"PPIA","PIAS1",NA,NA
"PPIA","PIAS2","2.41","2.16"
"PPIA","PIAS3",NA,NA
"PPIA","PIAS4",NA,NA
"PPIB","NSMCE2",NA,NA
"PPIB","PIAS1",NA,NA
"PPIB","PIAS2","2.99","2.27"
"PPIB","PIAS3",NA,NA
"PPIB","PIAS4",NA,NA
"PPP2R4;DKFZp781M17165","NSMCE2",NA,NA
"PPP2R4;DKFZp781M17165","PIAS1",NA,NA
"PPP2R4;DKFZp781M17165","PIAS2","3.35","6.63"
"PPP2R4;DKFZp781M17165","PIAS3",NA,NA
"PPP2R4;DKFZp781M17165","PIAS4",NA,NA
"PPP2R5D","NSMCE2",NA,NA
"PPP2R5D","PIAS1",NA,NA
"PPP2R5D","PIAS2","1.47","4.29"
"PPP2R5D","PIAS3",NA,NA
"PPP2R5D","PIAS4",NA,NA
"PPP3CB","NSMCE2","1.51","3.24"
"PPP3CB","PIAS1",NA,NA
"PPP3CB","PIAS2",NA,NA
"PPP3CB","PIAS3",NA,NA
"PPP3CB","PIAS4",NA,NA
"PRMT5","NSMCE2",NA,NA
"PRMT5","PIAS1",NA,NA
"PRMT5","PIAS2","2.85","2.92"
"PRMT5","PIAS3",NA,NA
"PRMT5","PIAS4",NA,NA
"PRSS3","NSMCE2",NA,NA
"PRSS3","PIAS1",NA,NA
"PRSS3","PIAS2",NA,NA
"PRSS3","PIAS3","3.96","2.28"
"PRSS3","PIAS4",NA,NA
"PSMD3","NSMCE2",NA,NA
"PSMD3","PIAS1",NA,NA
"PSMD3","PIAS2","2.22","2.69"
"PSMD3","PIAS3",NA,NA
"PSMD3","PIAS4",NA,NA
"PSMD6","NSMCE2",NA,NA
"PSMD6","PIAS1",NA,NA
"PSMD6","PIAS2","1.56","3.95"
"PSMD6","PIAS3",NA,NA
"PSMD6","PIAS4",NA,NA
"PTGES2","NSMCE2",NA,NA
"PTGES2","PIAS1",NA,NA
"PTGES2","PIAS2","2.32","5.17"
"PTGES2","PIAS3",NA,NA
"PTGES2","PIAS4",NA,NA
"PTGFRN","NSMCE2",NA,NA
"PTGFRN","PIAS1","1.51","2.96"
"PTGFRN","PIAS2",NA,NA
"PTGFRN","PIAS3",NA,NA
"PTGFRN","PIAS4",NA,NA
"PTRF","NSMCE2","4.07","6.01"
"PTRF","PIAS1",NA,NA
"PTRF","PIAS2",NA,NA
"PTRF","PIAS3",NA,NA
"PTRF","PIAS4",NA,NA
"PUF60","NSMCE2","3.18","3.69"
"PUF60","PIAS1",NA,NA
"PUF60","PIAS2",NA,NA
"PUF60","PIAS3",NA,NA
"PUF60","PIAS4",NA,NA
"PUM1","NSMCE2",NA,NA
"PUM1","PIAS1",NA,NA
"PUM1","PIAS2","2.95","9.19"
"PUM1","PIAS3",NA,NA
"PUM1","PIAS4",NA,NA
"PYCR1","NSMCE2","2.58","2.14"
"PYCR1","PIAS1",NA,NA
"PYCR1","PIAS2","2.64","2.25"
"PYCR1","PIAS3",NA,NA
"PYCR1","PIAS4",NA,NA
"QARS","NSMCE2",NA,NA
"QARS","PIAS1",NA,NA
"QARS","PIAS2","0.88","3.12"
"QARS","PIAS3",NA,NA
"QARS","PIAS4",NA,NA
"QSOX2","NSMCE2",NA,NA
"QSOX2","PIAS1",NA,NA
"QSOX2","PIAS2",NA,NA
"QSOX2","PIAS3","1.24","2.51"
"QSOX2","PIAS4",NA,NA
"RAB11FIP5","NSMCE2",NA,NA
"RAB11FIP5","PIAS1",NA,NA
"RAB11FIP5","PIAS2","3.22","2.31"
"RAB11FIP5","PIAS3","3.17","2.24"
"RAB11FIP5","PIAS4",NA,NA
"RAB32","NSMCE2",NA,NA
"RAB32","PIAS1",NA,NA
"RAB32","PIAS2","1.03","4.2"
"RAB32","PIAS3",NA,NA
"RAB32","PIAS4",NA,NA
"RAB3GAP1","NSMCE2",NA,NA
"RAB3GAP1","PIAS1",NA,NA
"RAB3GAP1","PIAS2","2.45","4.78"
"RAB3GAP1","PIAS3",NA,NA
"RAB3GAP1","PIAS4",NA,NA
"RAD18","NSMCE2","8.03","6.68"
"RAD18","PIAS1",NA,NA
"RAD18","PIAS2",NA,NA
"RAD18","PIAS3",NA,NA
"RAD18","PIAS4",NA,NA
"RAD54L2","NSMCE2","4.94","4.26"
"RAD54L2","PIAS1",NA,NA
"RAD54L2","PIAS2",NA,NA
"RAD54L2","PIAS3",NA,NA
"RAD54L2","PIAS4",NA,NA
"RAN","NSMCE2",NA,NA
"RAN","PIAS1",NA,NA
"RAN","PIAS2","3.6","3.1"
"RAN","PIAS3",NA,NA
"RAN","PIAS4",NA,NA
"RANGAP1","NSMCE2","6.85","4.94"
"RANGAP1","PIAS1",NA,NA
"RANGAP1","PIAS2",NA,NA
"RANGAP1","PIAS3",NA,NA
"RANGAP1","PIAS4",NA,NA
"RBBP4","NSMCE2",NA,NA
"RBBP4","PIAS1",NA,NA
"RBBP4","PIAS2","3.78","2.75"
"RBBP4","PIAS3",NA,NA
"RBBP4","PIAS4",NA,NA
"RBBP6","NSMCE2","3.99","6.55"
"RBBP6","PIAS1",NA,NA
"RBBP6","PIAS2",NA,NA
"RBBP6","PIAS3",NA,NA
"RBBP6","PIAS4",NA,NA
"RBBP8","NSMCE2","3.89","5.53"
"RBBP8","PIAS1",NA,NA
"RBBP8","PIAS2",NA,NA
"RBBP8","PIAS3",NA,NA
"RBBP8","PIAS4",NA,NA
"RBM25","NSMCE2","7.63","10.4"
"RBM25","PIAS1",NA,NA
"RBM25","PIAS2",NA,NA
"RBM25","PIAS3",NA,NA
"RBM25","PIAS4",NA,NA
"RBM28","NSMCE2","3.4","6.23"
"RBM28","PIAS1",NA,NA
"RBM28","PIAS2",NA,NA
"RBM28","PIAS3",NA,NA
"RBM28","PIAS4",NA,NA
"RBM33","NSMCE2",NA,NA
"RBM33","PIAS1",NA,NA
"RBM33","PIAS2",NA,NA
"RBM33","PIAS3","2.83","4.74"
"RBM33","PIAS4",NA,NA
"RDH10","NSMCE2",NA,NA
"RDH10","PIAS1",NA,NA
"RDH10","PIAS2",NA,NA
"RDH10","PIAS3","2.12","4.17"
"RDH10","PIAS4",NA,NA
"REPS1","NSMCE2","7.5","2.45"
"REPS1","PIAS1",NA,NA
"REPS1","PIAS2","7.18","2.24"
"REPS1","PIAS3",NA,NA
"REPS1","PIAS4",NA,NA
"RFC2","NSMCE2",NA,NA
"RFC2","PIAS1",NA,NA
"RFC2","PIAS2","2.5","5.09"
"RFC2","PIAS3",NA,NA
"RFC2","PIAS4",NA,NA
"RHBDD1","NSMCE2",NA,NA
"RHBDD1","PIAS1",NA,NA
"RHBDD1","PIAS2",NA,NA
"RHBDD1","PIAS3","3.46","9.07"
"RHBDD1","PIAS4",NA,NA
"RHOBTB3","NSMCE2",NA,NA
"RHOBTB3","PIAS1",NA,NA
"RHOBTB3","PIAS2",NA,NA
"RHOBTB3","PIAS3","2.6","2.85"
"RHOBTB3","PIAS4",NA,NA
"RICTOR","NSMCE2",NA,NA
"RICTOR","PIAS1",NA,NA
"RICTOR","PIAS2",NA,NA
"RICTOR","PIAS3","2.44","2.73"
"RICTOR","PIAS4",NA,NA
"RNF149","NSMCE2",NA,NA
"RNF149","PIAS1",NA,NA
"RNF149","PIAS2",NA,NA
"RNF149","PIAS3","3.25","3.43"
"RNF149","PIAS4",NA,NA
"RNF168","NSMCE2","3.36","6.35"
"RNF168","PIAS1",NA,NA
"RNF168","PIAS2",NA,NA
"RNF168","PIAS3",NA,NA
"RNF168","PIAS4",NA,NA
"RNF216","NSMCE2","6.12","2.88"
"RNF216","PIAS1",NA,NA
"RNF216","PIAS2",NA,NA
"RNF216","PIAS3",NA,NA
"RNF216","PIAS4",NA,NA
"RNF219","NSMCE2","2.91","7.44"
"RNF219","PIAS1",NA,NA
"RNF219","PIAS2",NA,NA
"RNF219","PIAS3",NA,NA
"RNF219","PIAS4",NA,NA
"RPL10A","NSMCE2",NA,NA
"RPL10A","PIAS1",NA,NA
"RPL10A","PIAS2","1.03","3.01"
"RPL10A","PIAS3",NA,NA
"RPL10A","PIAS4",NA,NA
"RPL11","NSMCE2","2.87","2.73"
"RPL11","PIAS1",NA,NA
"RPL11","PIAS2",NA,NA
"RPL11","PIAS3",NA,NA
"RPL11","PIAS4",NA,NA
"RPL12","NSMCE2",NA,NA
"RPL12","PIAS1",NA,NA
"RPL12","PIAS2","2.48","2.77"
"RPL12","PIAS3",NA,NA
"RPL12","PIAS4",NA,NA
"RPL18","NSMCE2",NA,NA
"RPL18","PIAS1",NA,NA
"RPL18","PIAS2",NA,NA
"RPL18","PIAS3","0.98","3.56"
"RPL18","PIAS4",NA,NA
"RPL5","NSMCE2","3.64","2.43"
"RPL5","PIAS1",NA,NA
"RPL5","PIAS2",NA,NA
"RPL5","PIAS3",NA,NA
"RPL5","PIAS4",NA,NA
"RPLP0;RPLP0P6","NSMCE2",NA,NA
"RPLP0;RPLP0P6","PIAS1",NA,NA
"RPLP0;RPLP0P6","PIAS2","2.59","4.26"
"RPLP0;RPLP0P6","PIAS3",NA,NA
"RPLP0;RPLP0P6","PIAS4",NA,NA
"RPS10","NSMCE2",NA,NA
"RPS10","PIAS1",NA,NA
"RPS10","PIAS2","2.07","4.1"
"RPS10","PIAS3",NA,NA
"RPS10","PIAS4",NA,NA
"RPS13","NSMCE2",NA,NA
"RPS13","PIAS1",NA,NA
"RPS13","PIAS2","2.61","2.82"
"RPS13","PIAS3",NA,NA
"RPS13","PIAS4",NA,NA
"RPS14","NSMCE2","3.36","2.74"
"RPS14","PIAS1",NA,NA
"RPS14","PIAS2",NA,NA
"RPS14","PIAS3",NA,NA
"RPS14","PIAS4",NA,NA
"RPS17","NSMCE2","2.77","4.56"
"RPS17","PIAS1",NA,NA
"RPS17","PIAS2",NA,NA
"RPS17","PIAS3",NA,NA
"RPS17","PIAS4",NA,NA
"RPS23","NSMCE2",NA,NA
"RPS23","PIAS1",NA,NA
"RPS23","PIAS2",NA,NA
"RPS23","PIAS3","2.37","2.84"
"RPS23","PIAS4",NA,NA
"RPS27A","NSMCE2","2.29","4.88"
"RPS27A","PIAS1",NA,NA
"RPS27A","PIAS2",NA,NA
"RPS27A","PIAS3",NA,NA
"RPS27A","PIAS4",NA,NA
"RPS3A","NSMCE2",NA,NA
"RPS3A","PIAS1",NA,NA
"RPS3A","PIAS2","2.53","2.35"
"RPS3A","PIAS3",NA,NA
"RPS3A","PIAS4",NA,NA
"RPSA","NSMCE2",NA,NA
"RPSA","PIAS1",NA,NA
"RPSA","PIAS2","3.1","3.92"
"RPSA","PIAS3",NA,NA
"RPSA","PIAS4",NA,NA
"RQCD1","NSMCE2",NA,NA
"RQCD1","PIAS1",NA,NA
"RQCD1","PIAS2","3.02","4.77"
"RQCD1","PIAS3",NA,NA
"RQCD1","PIAS4",NA,NA
"RRBP1","NSMCE2",NA,NA
"RRBP1","PIAS1",NA,NA
"RRBP1","PIAS2","2.42","2.2"
"RRBP1","PIAS3",NA,NA
"RRBP1","PIAS4",NA,NA
"RRP15","NSMCE2","4.53","10.75"
"RRP15","PIAS1",NA,NA
"RRP15","PIAS2",NA,NA
"RRP15","PIAS3",NA,NA
"RRP15","PIAS4",NA,NA
"RRS1","NSMCE2","4.32","11.38"
"RRS1","PIAS1",NA,NA
"RRS1","PIAS2",NA,NA
"RRS1","PIAS3",NA,NA
"RRS1","PIAS4",NA,NA
"RSBN1","NSMCE2",NA,NA
"RSBN1","PIAS1",NA,NA
"RSBN1","PIAS2","1.49","2.9"
"RSBN1","PIAS3",NA,NA
"RSBN1","PIAS4",NA,NA
"RSF1","NSMCE2","3.52","8.69"
"RSF1","PIAS1",NA,NA
"RSF1","PIAS2",NA,NA
"RSF1","PIAS3",NA,NA
"RSF1","PIAS4",NA,NA
"RSL1D1","NSMCE2","3.65","10.26"
"RSL1D1","PIAS1",NA,NA
"RSL1D1","PIAS2",NA,NA
"RSL1D1","PIAS3",NA,NA
"RSL1D1","PIAS4",NA,NA
"SAP130","NSMCE2","3.44","4.13"
"SAP130","PIAS1",NA,NA
"SAP130","PIAS2",NA,NA
"SAP130","PIAS3",NA,NA
"SAP130","PIAS4",NA,NA
"SAR1A","NSMCE2",NA,NA
"SAR1A","PIAS1",NA,NA
"SAR1A","PIAS2","2.74","2.43"
"SAR1A","PIAS3",NA,NA
"SAR1A","PIAS4",NA,NA
"SART1","NSMCE2","5","3.52"
"SART1","PIAS1",NA,NA
"SART1","PIAS2",NA,NA
"SART1","PIAS3",NA,NA
"SART1","PIAS4",NA,NA
"SAYSD1","NSMCE2",NA,NA
"SAYSD1","PIAS1",NA,NA
"SAYSD1","PIAS2",NA,NA
"SAYSD1","PIAS3","2.76","3.95"
"SAYSD1","PIAS4",NA,NA
"SCARB1","NSMCE2",NA,NA
"SCARB1","PIAS1",NA,NA
"SCARB1","PIAS2",NA,NA
"SCARB1","PIAS3","0.83","4.23"
"SCARB1","PIAS4",NA,NA
"SCARF2","NSMCE2",NA,NA
"SCARF2","PIAS1","3.11","5.04"
"SCARF2","PIAS2",NA,NA
"SCARF2","PIAS3",NA,NA
"SCARF2","PIAS4",NA,NA
"SDF2","NSMCE2",NA,NA
"SDF2","PIAS1",NA,NA
"SDF2","PIAS2","1.2","3.6"
"SDF2","PIAS3",NA,NA
"SDF2","PIAS4",NA,NA
"SDHC","NSMCE2","3.45","2.48"
"SDHC","PIAS1",NA,NA
"SDHC","PIAS2","3.16","2.07"
"SDHC","PIAS3",NA,NA
"SDHC","PIAS4",NA,NA
"SEC16A","NSMCE2",NA,NA
"SEC16A","PIAS1",NA,NA
"SEC16A","PIAS2","2.07","2.18"
"SEC16A","PIAS3",NA,NA
"SEC16A","PIAS4",NA,NA
"SEC22B","NSMCE2",NA,NA
"SEC22B","PIAS1",NA,NA
"SEC22B","PIAS2",NA,NA
"SEC22B","PIAS3","1.25","3.87"
"SEC22B","PIAS4",NA,NA
"SEC31A","NSMCE2",NA,NA
"SEC31A","PIAS1",NA,NA
"SEC31A","PIAS2","4.09","3.87"
"SEC31A","PIAS3",NA,NA
"SEC31A","PIAS4",NA,NA
"SEL1L3","NSMCE2",NA,NA
"SEL1L3","PIAS1",NA,NA
"SEL1L3","PIAS2",NA,NA
"SEL1L3","PIAS3","3.22","4.41"
"SEL1L3","PIAS4",NA,NA
"SEMA4C","NSMCE2",NA,NA
"SEMA4C","PIAS1","2.8","2.54"
"SEMA4C","PIAS2",NA,NA
"SEMA4C","PIAS3",NA,NA
"SEMA4C","PIAS4",NA,NA
"SENP6","NSMCE2","3.59","10.06"
"SENP6","PIAS1",NA,NA
"SENP6","PIAS2",NA,NA
"SENP6","PIAS3",NA,NA
"SENP6","PIAS4",NA,NA
"SERPINH1","NSMCE2",NA,NA
"SERPINH1","PIAS1",NA,NA
"SERPINH1","PIAS2","2.06","2.45"
"SERPINH1","PIAS3",NA,NA
"SERPINH1","PIAS4",NA,NA
"SETDB1","NSMCE2","3.36","8.13"
"SETDB1","PIAS1",NA,NA
"SETDB1","PIAS2",NA,NA
"SETDB1","PIAS3",NA,NA
"SETDB1","PIAS4",NA,NA
"SETX","NSMCE2","4.94","3.91"
"SETX","PIAS1",NA,NA
"SETX","PIAS2",NA,NA
"SETX","PIAS3",NA,NA
"SETX","PIAS4",NA,NA
"SF3B2","NSMCE2","3.74","5.58"
"SF3B2","PIAS1",NA,NA
"SF3B2","PIAS2",NA,NA
"SF3B2","PIAS3",NA,NA
"SF3B2","PIAS4",NA,NA
"SFN","NSMCE2",NA,NA
"SFN","PIAS1",NA,NA
"SFN","PIAS2","2.65","3.99"
"SFN","PIAS3",NA,NA
"SFN","PIAS4",NA,NA
"SLC16A1","NSMCE2",NA,NA
"SLC16A1","PIAS1","0.69","4.46"
"SLC16A1","PIAS2",NA,NA
"SLC16A1","PIAS3",NA,NA
"SLC16A1","PIAS4",NA,NA
"SLC25A4","NSMCE2",NA,NA
"SLC25A4","PIAS1",NA,NA
"SLC25A4","PIAS2","4.2","2.99"
