"GENE_NAME","Sumo","Diff","minLogP"
"SLC25A4","PIAS3",NA,NA
"SLC25A4","PIAS4",NA,NA
"SLC2A12","NSMCE2",NA,NA
"SLC2A12","PIAS1","2.4","4.29"
"SLC2A12","PIAS2",NA,NA
"SLC2A12","PIAS3",NA,NA
"SLC2A12","PIAS4",NA,NA
"SLC35B1","NSMCE2",NA,NA
"SLC35B1","PIAS1","2.64","3.55"
"SLC35B1","PIAS2",NA,NA
"SLC35B1","PIAS3",NA,NA
"SLC35B1","PIAS4",NA,NA
"SLC39A7","NSMCE2",NA,NA
"SLC39A7","PIAS1",NA,NA
"SLC39A7","PIAS2",NA,NA
"SLC39A7","PIAS3","1.86","3.27"
"SLC39A7","PIAS4",NA,NA
"SLX4","NSMCE2","5.59","3.03"
"SLX4","PIAS1",NA,NA
"SLX4","PIAS2",NA,NA
"SLX4","PIAS3",NA,NA
"SLX4","PIAS4",NA,NA
"SLX4IP","NSMCE2","5.25","3.74"
"SLX4IP","PIAS1",NA,NA
"SLX4IP","PIAS2",NA,NA
"SLX4IP","PIAS3",NA,NA
"SLX4IP","PIAS4",NA,NA
"SMARCAD1","NSMCE2","5.94","8.08"
"SMARCAD1","PIAS1",NA,NA
"SMARCAD1","PIAS2",NA,NA
"SMARCAD1","PIAS3",NA,NA
"SMARCAD1","PIAS4",NA,NA
"SMARCC2","NSMCE2",NA,NA
"SMARCC2","PIAS1",NA,NA
"SMARCC2","PIAS2",NA,NA
"SMARCC2","PIAS3","0.62","4.87"
"SMARCC2","PIAS4",NA,NA
"SMC5","NSMCE2","4.46","8.27"
"SMC5","PIAS1",NA,NA
"SMC5","PIAS2",NA,NA
"SMC5","PIAS3",NA,NA
"SMC5","PIAS4",NA,NA
"SMEK2","NSMCE2",NA,NA
"SMEK2","PIAS1",NA,NA
"SMEK2","PIAS2","0.89","3.07"
"SMEK2","PIAS3",NA,NA
"SMEK2","PIAS4",NA,NA
"SMTN","NSMCE2","2.15","4.8"
"SMTN","PIAS1",NA,NA
"SMTN","PIAS2",NA,NA
"SMTN","PIAS3",NA,NA
"SMTN","PIAS4",NA,NA
"SNIP1","NSMCE2","3.08","2.36"
"SNIP1","PIAS1",NA,NA
"SNIP1","PIAS2",NA,NA
"SNIP1","PIAS3",NA,NA
"SNIP1","PIAS4",NA,NA
"SOAT1","NSMCE2",NA,NA
"SOAT1","PIAS1",NA,NA
"SOAT1","PIAS2","1.02","3.1"
"SOAT1","PIAS3",NA,NA
"SOAT1","PIAS4",NA,NA
"SOD1","NSMCE2",NA,NA
"SOD1","PIAS1",NA,NA
"SOD1","PIAS2",NA,NA
"SOD1","PIAS3","3.17","4.01"
"SOD1","PIAS4",NA,NA
"SON","NSMCE2","2.57","4.09"
"SON","PIAS1",NA,NA
"SON","PIAS2",NA,NA
"SON","PIAS3",NA,NA
"SON","PIAS4",NA,NA
"SP100","NSMCE2","7.63","4.61"
"SP100","PIAS1",NA,NA
"SP100","PIAS2",NA,NA
"SP100","PIAS3",NA,NA
"SP100","PIAS4",NA,NA
"SP3","NSMCE2",NA,NA
"SP3","PIAS1",NA,NA
"SP3","PIAS2",NA,NA
"SP3","PIAS3",NA,NA
"SP3","PIAS4","3.13","4.15"
"SPCS1","NSMCE2",NA,NA
"SPCS1","PIAS1",NA,NA
"SPCS1","PIAS2",NA,NA
"SPCS1","PIAS3","0.94","4.4"
"SPCS1","PIAS4",NA,NA
"SPNS1","NSMCE2",NA,NA
"SPNS1","PIAS1","2.98","2.95"
"SPNS1","PIAS2",NA,NA
"SPNS1","PIAS3",NA,NA
"SPNS1","PIAS4",NA,NA
"SPRTN","NSMCE2","5.08","3.84"
"SPRTN","PIAS1",NA,NA
"SPRTN","PIAS2",NA,NA
"SPRTN","PIAS3",NA,NA
"SPRTN","PIAS4",NA,NA
"SPRYD7","NSMCE2",NA,NA
"SPRYD7","PIAS1",NA,NA
"SPRYD7","PIAS2",NA,NA
"SPRYD7","PIAS3","1.67","2.82"
"SPRYD7","PIAS4",NA,NA
"SSR3","NSMCE2",NA,NA
"SSR3","PIAS1",NA,NA
"SSR3","PIAS2",NA,NA
"SSR3","PIAS3","1.24","3.38"
"SSR3","PIAS4",NA,NA
"SSRP1","NSMCE2","3.4","4.01"
"SSRP1","PIAS1",NA,NA
"SSRP1","PIAS2",NA,NA
"SSRP1","PIAS3",NA,NA
"SSRP1","PIAS4",NA,NA
"STAMBP","NSMCE2",NA,NA
"STAMBP","PIAS1",NA,NA
"STAMBP","PIAS2","2.19","3.09"
"STAMBP","PIAS3",NA,NA
"STAMBP","PIAS4",NA,NA
"STEAP3","NSMCE2",NA,NA
"STEAP3","PIAS1",NA,NA
"STEAP3","PIAS2",NA,NA
"STEAP3","PIAS3","0.88","3.02"
"STEAP3","PIAS4",NA,NA
"STOM","NSMCE2",NA,NA
"STOM","PIAS1",NA,NA
"STOM","PIAS2",NA,NA
"STOM","PIAS3","1","3.56"
"STOM","PIAS4",NA,NA
"STX7","NSMCE2",NA,NA
"STX7","PIAS1",NA,NA
"STX7","PIAS2",NA,NA
"STX7","PIAS3","0.86","4.76"
"STX7","PIAS4",NA,NA
"SUMO2","NSMCE2","2.63","5.15"
"SUMO2","PIAS1",NA,NA
"SUMO2","PIAS2",NA,NA
"SUMO2","PIAS3",NA,NA
"SUMO2","PIAS4",NA,NA
"SUMO3","NSMCE2","2.37","3.62"
"SUMO3","PIAS1",NA,NA
"SUMO3","PIAS2",NA,NA
"SUMO3","PIAS3",NA,NA
"SUMO3","PIAS4",NA,NA
"SUN2","NSMCE2",NA,NA
"SUN2","PIAS1","0.62","4.79"
"SUN2","PIAS2",NA,NA
"SUN2","PIAS3",NA,NA
"SUN2","PIAS4",NA,NA
"SUPT16H","NSMCE2","1.75","2.64"
"SUPT16H","PIAS1",NA,NA
"SUPT16H","PIAS2",NA,NA
"SUPT16H","PIAS3",NA,NA
"SUPT16H","PIAS4",NA,NA
"SUPT7L","NSMCE2","2.54","3.93"
"SUPT7L","PIAS1",NA,NA
"SUPT7L","PIAS2",NA,NA
"SUPT7L","PIAS3",NA,NA
"SUPT7L","PIAS4",NA,NA
"TARDBP;TDP43","NSMCE2","1.43","2.34"
"TARDBP;TDP43","PIAS1",NA,NA
"TARDBP;TDP43","PIAS2",NA,NA
"TARDBP;TDP43","PIAS3",NA,NA
"TARDBP;TDP43","PIAS4",NA,NA
"TBC1D23","NSMCE2",NA,NA
"TBC1D23","PIAS1",NA,NA
"TBC1D23","PIAS2","1.13","3.73"
"TBC1D23","PIAS3",NA,NA
"TBC1D23","PIAS4",NA,NA
"TCIRG1","NSMCE2",NA,NA
"TCIRG1","PIAS1","3.15","2.4"
"TCIRG1","PIAS2",NA,NA
"TCIRG1","PIAS3",NA,NA
"TCIRG1","PIAS4",NA,NA
"TCOF1","NSMCE2","9.1","12.28"
"TCOF1","PIAS1",NA,NA
"TCOF1","PIAS2",NA,NA
"TCOF1","PIAS3",NA,NA
"TCOF1","PIAS4",NA,NA
"TCP1","NSMCE2",NA,NA
"TCP1","PIAS1",NA,NA
"TCP1","PIAS2","3.49","6.42"
"TCP1","PIAS3",NA,NA
"TCP1","PIAS4",NA,NA
"TELO2","NSMCE2",NA,NA
"TELO2","PIAS1",NA,NA
"TELO2","PIAS2",NA,NA
"TELO2","PIAS3","3.6","2.74"
"TELO2","PIAS4",NA,NA
"TERF2IP","NSMCE2","3","4.64"
"TERF2IP","PIAS1",NA,NA
"TERF2IP","PIAS2",NA,NA
"TERF2IP","PIAS3",NA,NA
"TERF2IP","PIAS4",NA,NA
"TGM3","NSMCE2","3.41","7.94"
"TGM3","PIAS1",NA,NA
"TGM3","PIAS2",NA,NA
"TGM3","PIAS3",NA,NA
"TGM3","PIAS4",NA,NA
"TKT","NSMCE2",NA,NA
"TKT","PIAS1",NA,NA
"TKT","PIAS2","4.57","5.49"
"TKT","PIAS3",NA,NA
"TKT","PIAS4",NA,NA
"TLE3","NSMCE2",NA,NA
"TLE3","PIAS1",NA,NA
"TLE3","PIAS2",NA,NA
"TLE3","PIAS3","2.44","2.51"
"TLE3","PIAS4",NA,NA
"TLN1","NSMCE2",NA,NA
"TLN1","PIAS1",NA,NA
"TLN1","PIAS2","2.93","4.71"
"TLN1","PIAS3",NA,NA
"TLN1","PIAS4",NA,NA
"TM7SF3","NSMCE2",NA,NA
"TM7SF3","PIAS1",NA,NA
"TM7SF3","PIAS2","2.4","2.21"
"TM7SF3","PIAS3",NA,NA
"TM7SF3","PIAS4",NA,NA
"TMEM106B","NSMCE2",NA,NA
"TMEM106B","PIAS1",NA,NA
"TMEM106B","PIAS2",NA,NA
"TMEM106B","PIAS3","1.66","3.35"
"TMEM106B","PIAS4",NA,NA
"TMEM120A;TMPIT","NSMCE2",NA,NA
"TMEM120A;TMPIT","PIAS1",NA,NA
"TMEM120A;TMPIT","PIAS2","3.22","5.87"
"TMEM120A;TMPIT","PIAS3",NA,NA
"TMEM120A;TMPIT","PIAS4",NA,NA
"TMEM123","NSMCE2",NA,NA
"TMEM123","PIAS1",NA,NA
"TMEM123","PIAS2",NA,NA
"TMEM123","PIAS3","5.32","3.08"
"TMEM123","PIAS4",NA,NA
"TMEM129","NSMCE2",NA,NA
"TMEM129","PIAS1","2.88","2.62"
"TMEM129","PIAS2",NA,NA
"TMEM129","PIAS3",NA,NA
"TMEM129","PIAS4",NA,NA
"TMEM160","NSMCE2",NA,NA
"TMEM160","PIAS1",NA,NA
"TMEM160","PIAS2",NA,NA
"TMEM160","PIAS3","2.21","2.59"
"TMEM160","PIAS4",NA,NA
"TMEM167A","NSMCE2",NA,NA
"TMEM167A","PIAS1",NA,NA
"TMEM167A","PIAS2",NA,NA
"TMEM167A","PIAS3","3.98","4.13"
"TMEM167A","PIAS4",NA,NA
"TMEM194A","NSMCE2",NA,NA
"TMEM194A","PIAS1","3.69","2.6"
"TMEM194A","PIAS2",NA,NA
"TMEM194A","PIAS3",NA,NA
"TMEM194A","PIAS4",NA,NA
"TMEM246","NSMCE2",NA,NA
"TMEM246","PIAS1",NA,NA
"TMEM246","PIAS2",NA,NA
"TMEM246","PIAS3","2.71","2.27"
"TMEM246","PIAS4",NA,NA
"TMEM50A","NSMCE2",NA,NA
"TMEM50A","PIAS1",NA,NA
"TMEM50A","PIAS2",NA,NA
"TMEM50A","PIAS3","3.46","5.23"
"TMEM50A","PIAS4",NA,NA
"TMEM70","NSMCE2",NA,NA
"TMEM70","PIAS1","3.14","2.62"
"TMEM70","PIAS2",NA,NA
"TMEM70","PIAS3",NA,NA
"TMEM70","PIAS4",NA,NA
"TMEM98","NSMCE2",NA,NA
"TMEM98","PIAS1",NA,NA
"TMEM98","PIAS2",NA,NA
"TMEM98","PIAS3","2.61","4.08"
"TMEM98","PIAS4",NA,NA
"TMTC3","NSMCE2",NA,NA
"TMTC3","PIAS1",NA,NA
"TMTC3","PIAS2","1.03","3.16"
"TMTC3","PIAS3",NA,NA
"TMTC3","PIAS4",NA,NA
"TNFSF9","NSMCE2",NA,NA
"TNFSF9","PIAS1",NA,NA
"TNFSF9","PIAS2",NA,NA
"TNFSF9","PIAS3","2.85","6.12"
"TNFSF9","PIAS4",NA,NA
"TOMM22","NSMCE2",NA,NA
"TOMM22","PIAS1",NA,NA
"TOMM22","PIAS2","2.63","3.12"
"TOMM22","PIAS3",NA,NA
"TOMM22","PIAS4",NA,NA
"TOP2A","NSMCE2","1.57","4.84"
"TOP2A","PIAS1",NA,NA
"TOP2A","PIAS2",NA,NA
"TOP2A","PIAS3",NA,NA
"TOP2A","PIAS4",NA,NA
"TOP2B","NSMCE2","4.91","7.82"
"TOP2B","PIAS1",NA,NA
"TOP2B","PIAS2",NA,NA
"TOP2B","PIAS3",NA,NA
"TOP2B","PIAS4",NA,NA
"TOPORS","NSMCE2","6.48","3.5"
"TOPORS","PIAS1",NA,NA
"TOPORS","PIAS2",NA,NA
"TOPORS","PIAS3",NA,NA
"TOPORS","PIAS4",NA,NA
"TPI1","NSMCE2",NA,NA
"TPI1","PIAS1",NA,NA
"TPI1","PIAS2","2.83","2.2"
"TPI1","PIAS3",NA,NA
"TPI1","PIAS4",NA,NA
"TPR","NSMCE2",NA,NA
"TPR","PIAS1",NA,NA
"TPR","PIAS2","2.31","2.77"
"TPR","PIAS3",NA,NA
"TPR","PIAS4",NA,NA
"TRIM24","NSMCE2","3.69","10.28"
"TRIM24","PIAS1",NA,NA
"TRIM24","PIAS2",NA,NA
"TRIM24","PIAS3",NA,NA
"TRIM24","PIAS4",NA,NA
"TRIM25","NSMCE2",NA,NA
"TRIM25","PIAS1",NA,NA
"TRIM25","PIAS2","2.76","2.12"
"TRIM25","PIAS3",NA,NA
"TRIM25","PIAS4",NA,NA
"TRIM33","NSMCE2","5.3","3.84"
"TRIM33","PIAS1",NA,NA
"TRIM33","PIAS2",NA,NA
"TRIM33","PIAS3",NA,NA
"TRIM33","PIAS4",NA,NA
"TSC22D1","NSMCE2",NA,NA
"TSC22D1","PIAS1",NA,NA
"TSC22D1","PIAS2","1.95","2.29"
"TSC22D1","PIAS3",NA,NA
"TSC22D1","PIAS4",NA,NA
"TSPAN3","NSMCE2",NA,NA
"TSPAN3","PIAS1",NA,NA
"TSPAN3","PIAS2","2.6","3.92"
"TSPAN3","PIAS3",NA,NA
"TSPAN3","PIAS4",NA,NA
"TSPYL2","NSMCE2","4.95","5.24"
"TSPYL2","PIAS1",NA,NA
"TSPYL2","PIAS2",NA,NA
"TSPYL2","PIAS3",NA,NA
"TSPYL2","PIAS4",NA,NA
"TUBA1C;TUBA1B;TUBA1A;TUBA4A;TUBA8","NSMCE2",NA,NA
"TUBA1C;TUBA1B;TUBA1A;TUBA4A;TUBA8","PIAS1",NA,NA
"TUBA1C;TUBA1B;TUBA1A;TUBA4A;TUBA8","PIAS2","1.22","4.2"
"TUBA1C;TUBA1B;TUBA1A;TUBA4A;TUBA8","PIAS3",NA,NA
"TUBA1C;TUBA1B;TUBA1A;TUBA4A;TUBA8","PIAS4",NA,NA
"TUBB","NSMCE2",NA,NA
"TUBB","PIAS1",NA,NA
"TUBB","PIAS2","2.63","3.73"
"TUBB","PIAS3",NA,NA
"TUBB","PIAS4",NA,NA
"TUBB4B","NSMCE2",NA,NA
"TUBB4B","PIAS1",NA,NA
"TUBB4B","PIAS2","4.22","12.55"
"TUBB4B","PIAS3",NA,NA
"TUBB4B","PIAS4",NA,NA
"TXN","NSMCE2","3.14","3.4"
"TXN","PIAS1",NA,NA
"TXN","PIAS2",NA,NA
"TXN","PIAS3",NA,NA
"TXN","PIAS4",NA,NA
"TXNDC5","NSMCE2",NA,NA
"TXNDC5","PIAS1",NA,NA
"TXNDC5","PIAS2","2.76","2.3"
"TXNDC5","PIAS3",NA,NA
"TXNDC5","PIAS4",NA,NA
"UBA1","NSMCE2",NA,NA
"UBA1","PIAS1",NA,NA
"UBA1","PIAS2","2.65","3.16"
"UBA1","PIAS3",NA,NA
"UBA1","PIAS4",NA,NA
"UBA2","NSMCE2","3.25","7.02"
"UBA2","PIAS1",NA,NA
"UBA2","PIAS2",NA,NA
"UBA2","PIAS3",NA,NA
"UBA2","PIAS4",NA,NA
"UBE2I","NSMCE2",NA,NA
"UBE2I","PIAS1","3.61","9.96"
"UBE2I","PIAS2",NA,NA
"UBE2I","PIAS3",NA,NA
"UBE2I","PIAS4",NA,NA
"UIMC1","NSMCE2","6.2","4.28"
"UIMC1","PIAS1",NA,NA
"UIMC1","PIAS2",NA,NA
"UIMC1","PIAS3",NA,NA
"UIMC1","PIAS4",NA,NA
"UNC50","NSMCE2",NA,NA
"UNC50","PIAS1",NA,NA
"UNC50","PIAS2","3.55","3.72"
"UNC50","PIAS3",NA,NA
"UNC50","PIAS4",NA,NA
"UNC93B1","NSMCE2",NA,NA
"UNC93B1","PIAS1","2.22","2.75"
"UNC93B1","PIAS2",NA,NA
"UNC93B1","PIAS3",NA,NA
"UNC93B1","PIAS4",NA,NA
"UQCRC2","NSMCE2",NA,NA
"UQCRC2","PIAS1",NA,NA
"UQCRC2","PIAS2","3.36","2.67"
"UQCRC2","PIAS3",NA,NA
"UQCRC2","PIAS4",NA,NA
"USP13","NSMCE2","4.6","5.22"
"USP13","PIAS1",NA,NA
"USP13","PIAS2",NA,NA
"USP13","PIAS3",NA,NA
"USP13","PIAS4",NA,NA
"USP7","NSMCE2",NA,NA
"USP7","PIAS1",NA,NA
"USP7","PIAS2","2.37","2.29"
"USP7","PIAS3",NA,NA
"USP7","PIAS4",NA,NA
"UTP11L","NSMCE2","4.38","5.43"
"UTP11L","PIAS1",NA,NA
"UTP11L","PIAS2",NA,NA
"UTP11L","PIAS3",NA,NA
"UTP11L","PIAS4",NA,NA
"UTP14A","NSMCE2","6.87","12.43"
"UTP14A","PIAS1",NA,NA
"UTP14A","PIAS2",NA,NA
"UTP14A","PIAS3",NA,NA
"UTP14A","PIAS4",NA,NA
"UTP3","NSMCE2","5.17","9.62"
"UTP3","PIAS1",NA,NA
"UTP3","PIAS2",NA,NA
"UTP3","PIAS3",NA,NA
"UTP3","PIAS4",NA,NA
"UTRN","NSMCE2",NA,NA
"UTRN","PIAS1",NA,NA
"UTRN","PIAS2","1.71","2.49"
"UTRN","PIAS3",NA,NA
"UTRN","PIAS4",NA,NA
"VAMP3","NSMCE2",NA,NA
"VAMP3","PIAS1",NA,NA
"VAMP3","PIAS2",NA,NA
"VAMP3","PIAS3","0.98","5.38"
"VAMP3","PIAS4",NA,NA
"VAMP7","NSMCE2",NA,NA
"VAMP7","PIAS1",NA,NA
"VAMP7","PIAS2",NA,NA
"VAMP7","PIAS3","1.09","5.19"
"VAMP7","PIAS4",NA,NA
"VCP","NSMCE2",NA,NA
"VCP","PIAS1",NA,NA
"VCP","PIAS2","3.84","2.59"
"VCP","PIAS3",NA,NA
"VCP","PIAS4",NA,NA
"VIM","NSMCE2","2.61","2.35"
"VIM","PIAS1",NA,NA
"VIM","PIAS2","2.47","2.11"
"VIM","PIAS3",NA,NA
"VIM","PIAS4",NA,NA
"VPRBP","NSMCE2",NA,NA
"VPRBP","PIAS1",NA,NA
"VPRBP","PIAS2",NA,NA
"VPRBP","PIAS3","1.42","3.05"
"VPRBP","PIAS4",NA,NA
"WDR43","NSMCE2","3.89","3.05"
"WDR43","PIAS1",NA,NA
"WDR43","PIAS2",NA,NA
"WDR43","PIAS3",NA,NA
"WDR43","PIAS4",NA,NA
"WDR75","NSMCE2","3.48","2.6"
"WDR75","PIAS1",NA,NA
"WDR75","PIAS2",NA,NA
"WDR75","PIAS3",NA,NA
"WDR75","PIAS4",NA,NA
"WRN","NSMCE2","2.73","5.51"
"WRN","PIAS1",NA,NA
"WRN","PIAS2",NA,NA
"WRN","PIAS3",NA,NA
"WRN","PIAS4",NA,NA
"YEATS2","NSMCE2","4.57","2.56"
"YEATS2","PIAS1",NA,NA
"YEATS2","PIAS2",NA,NA
"YEATS2","PIAS3",NA,NA
"YEATS2","PIAS4",NA,NA
"YIF1B","NSMCE2",NA,NA
"YIF1B","PIAS1",NA,NA
"YIF1B","PIAS2","2.21","2.18"
"YIF1B","PIAS3",NA,NA
"YIF1B","PIAS4",NA,NA
"ZBTB12","NSMCE2","4.59","2.89"
"ZBTB12","PIAS1",NA,NA
"ZBTB12","PIAS2",NA,NA
"ZBTB12","PIAS3",NA,NA
"ZBTB12","PIAS4",NA,NA
"ZBTB2","NSMCE2","5.1","3.14"
"ZBTB2","PIAS1",NA,NA
"ZBTB2","PIAS2",NA,NA
"ZBTB2","PIAS3",NA,NA
"ZBTB2","PIAS4",NA,NA
"ZBTB20","NSMCE2","3.3","2.52"
"ZBTB20","PIAS1",NA,NA
"ZBTB20","PIAS2",NA,NA
"ZBTB20","PIAS3",NA,NA
"ZBTB20","PIAS4",NA,NA
"ZBTB21","NSMCE2","3.48","2.14"
"ZBTB21","PIAS1",NA,NA
"ZBTB21","PIAS2",NA,NA
"ZBTB21","PIAS3",NA,NA
"ZBTB21","PIAS4",NA,NA
"ZBTB25","NSMCE2","4.65","3.78"
"ZBTB25","PIAS1",NA,NA
"ZBTB25","PIAS2",NA,NA
"ZBTB25","PIAS3",NA,NA
"ZBTB25","PIAS4",NA,NA
"ZBTB33","NSMCE2","3.63","2.91"
"ZBTB33","PIAS1",NA,NA
"ZBTB33","PIAS2",NA,NA
"ZBTB33","PIAS3",NA,NA
"ZBTB33","PIAS4",NA,NA
"ZBTB39","NSMCE2","4.19","4.67"
"ZBTB39","PIAS1",NA,NA
"ZBTB39","PIAS2",NA,NA
"ZBTB39","PIAS3",NA,NA
"ZBTB39","PIAS4",NA,NA
"ZBTB5","NSMCE2","5.42","3.27"
"ZBTB5","PIAS1",NA,NA
"ZBTB5","PIAS2",NA,NA
"ZBTB5","PIAS3",NA,NA
"ZBTB5","PIAS4",NA,NA
"ZBTB6","NSMCE2","3.88","6.44"
"ZBTB6","PIAS1",NA,NA
"ZBTB6","PIAS2",NA,NA
"ZBTB6","PIAS3",NA,NA
"ZBTB6","PIAS4",NA,NA
"ZBTB8A","NSMCE2",NA,NA
"ZBTB8A","PIAS1",NA,NA
"ZBTB8A","PIAS2",NA,NA
"ZBTB8A","PIAS3",NA,NA
"ZBTB8A","PIAS4","3.59","7.99"
"ZBTB9","NSMCE2","4.47","2.16"
"ZBTB9","PIAS1",NA,NA
"ZBTB9","PIAS2",NA,NA
"ZBTB9","PIAS3",NA,NA
"ZBTB9","PIAS4",NA,NA
"ZC3H11A","NSMCE2","4.19","2.37"
"ZC3H11A","PIAS1",NA,NA
"ZC3H11A","PIAS2",NA,NA
"ZC3H11A","PIAS3",NA,NA
"ZC3H11A","PIAS4",NA,NA
"ZCCHC7","NSMCE2","7.32","8.46"
"ZCCHC7","PIAS1",NA,NA
"ZCCHC7","PIAS2",NA,NA
"ZCCHC7","PIAS3",NA,NA
"ZCCHC7","PIAS4",NA,NA
"ZFR","NSMCE2","2.54","3.26"
"ZFR","PIAS1",NA,NA
"ZFR","PIAS2",NA,NA
"ZFR","PIAS3",NA,NA
"ZFR","PIAS4",NA,NA
"ZKSCAN1","NSMCE2","3.33","3.42"
"ZKSCAN1","PIAS1",NA,NA
"ZKSCAN1","PIAS2",NA,NA
"ZKSCAN1","PIAS3",NA,NA
"ZKSCAN1","PIAS4",NA,NA
"ZMYM2","NSMCE2","4.3","2.53"
"ZMYM2","PIAS1",NA,NA
"ZMYM2","PIAS2",NA,NA
"ZMYM2","PIAS3",NA,NA
"ZMYM2","PIAS4",NA,NA
"ZNF106","NSMCE2","5.1","3.62"
"ZNF106","PIAS1",NA,NA
"ZNF106","PIAS2",NA,NA
"ZNF106","PIAS3",NA,NA
"ZNF106","PIAS4",NA,NA
"ZNF131","NSMCE2","3.15","5.69"
"ZNF131","PIAS1",NA,NA
"ZNF131","PIAS2",NA,NA
"ZNF131","PIAS3",NA,NA
"ZNF131","PIAS4",NA,NA
"ZNF195","NSMCE2","4.62","10.27"
"ZNF195","PIAS1",NA,NA
"ZNF195","PIAS2",NA,NA
"ZNF195","PIAS3",NA,NA
"ZNF195","PIAS4",NA,NA
"ZNF24","NSMCE2","3.69","1.93"
"ZNF24","PIAS1",NA,NA
"ZNF24","PIAS2",NA,NA
"ZNF24","PIAS3",NA,NA
"ZNF24","PIAS4",NA,NA
"ZNF280C","NSMCE2","0.97","3.77"
"ZNF280C","PIAS1",NA,NA
"ZNF280C","PIAS2",NA,NA
"ZNF280C","PIAS3",NA,NA
"ZNF280C","PIAS4",NA,NA
"ZNF35","NSMCE2",NA,NA
"ZNF35","PIAS1",NA,NA
"ZNF35","PIAS2",NA,NA
"ZNF35","PIAS3",NA,NA
"ZNF35","PIAS4","3.39","3.81"
"ZNF451","NSMCE2","3.4","7.73"
"ZNF451","PIAS1",NA,NA
"ZNF451","PIAS2",NA,NA
"ZNF451","PIAS3",NA,NA
"ZNF451","PIAS4",NA,NA
"ZNF462","NSMCE2","2.25","2.59"
"ZNF462","PIAS1",NA,NA
"ZNF462","PIAS2",NA,NA
"ZNF462","PIAS3",NA,NA
"ZNF462","PIAS4",NA,NA
"ZNF496","NSMCE2","4.97","7.67"
"ZNF496","PIAS1",NA,NA
"ZNF496","PIAS2",NA,NA
"ZNF496","PIAS3",NA,NA
"ZNF496","PIAS4",NA,NA
"ZNF518A","NSMCE2","3.15","2.36"
"ZNF518A","PIAS1",NA,NA
"ZNF518A","PIAS2",NA,NA
"ZNF518A","PIAS3",NA,NA
"ZNF518A","PIAS4",NA,NA
"ZNF638","NSMCE2","3.96","3.77"
"ZNF638","PIAS1",NA,NA
"ZNF638","PIAS2",NA,NA
"ZNF638","PIAS3",NA,NA
"ZNF638","PIAS4",NA,NA
"ZNF644","NSMCE2","1.85","2.9"
"ZNF644","PIAS1",NA,NA
"ZNF644","PIAS2",NA,NA
"ZNF644","PIAS3",NA,NA
"ZNF644","PIAS4",NA,NA
"ZNF687","NSMCE2","2.58","2.19"
"ZNF687","PIAS1",NA,NA
"ZNF687","PIAS2",NA,NA
"ZNF687","PIAS3",NA,NA
"ZNF687","PIAS4",NA,NA
"ZNF800","NSMCE2","2.24","2.92"
"ZNF800","PIAS1",NA,NA
"ZNF800","PIAS2",NA,NA
"ZNF800","PIAS3",NA,NA
"ZNF800","PIAS4",NA,NA
"ZNF827","NSMCE2","4.95","2.11"
"ZNF827","PIAS1",NA,NA
"ZNF827","PIAS2",NA,NA
"ZNF827","PIAS3",NA,NA
"ZNF827","PIAS4",NA,NA
"ZNF888;ZNF701","NSMCE2",NA,NA
"ZNF888;ZNF701","PIAS1",NA,NA
"ZNF888;ZNF701","PIAS2",NA,NA
"ZNF888;ZNF701","PIAS3","1.88","2.46"
"ZNF888;ZNF701","PIAS4",NA,NA
"ZNFN1A2;IKZF2","NSMCE2","3.52","3.06"
"ZNFN1A2;IKZF2","PIAS1",NA,NA
"ZNFN1A2;IKZF2","PIAS2",NA,NA
"ZNFN1A2;IKZF2","PIAS3",NA,NA
"ZNFN1A2;IKZF2","PIAS4",NA,NA
"ZXDC","NSMCE2","2.75","2.01"
"ZXDC","PIAS1",NA,NA
"ZXDC","PIAS2",NA,NA
"ZXDC","PIAS3",NA,NA
"ZXDC","PIAS4",NA,NA
